month,town,distance_to_nearest_mrt,storey_range,floor_area_sqm,flat_model,lease_commence_date,resale_price,remaining_lease,latitude,longitude
2012-03,BEDOK,0.29612119693858835,06 TO 10,73.0,New Generation,1977,385000.0,,1.32329861671383,103.932762614007
2012-03,BEDOK,0.8133819937112137,06 TO 10,82.0,New Generation,1985,386000.0,,1.32861957588571,103.924497070108
2012-03,BEDOK,0.6057795850865577,06 TO 10,81.0,New Generation,1977,388000.0,,1.33348258777759,103.937542520091
2012-03,BEDOK,0.28219982505658053,01 TO 05,84.0,Simplified,1988,393000.0,,1.33557619454702,103.911545779692
2012-03,BEDOK,0.7707878265779107,01 TO 05,91.0,New Generation,1983,395000.0,,1.32370195143182,103.91981743872
2012-03,BEDOK,0.6651476172224322,01 TO 05,91.0,New Generation,1978,400000.0,,1.32848132017235,103.940611608837
2012-03,BEDOK,0.6112736514439375,01 TO 05,95.0,New Generation,1979,400000.0,,1.33490287587397,103.927838167286
2012-03,BEDOK,0.6959870115619804,01 TO 05,98.0,New Generation,1982,400000.0,,1.32934898685946,103.911583237057
2012-03,BEDOK,0.4816975481286482,01 TO 05,84.0,Simplified,1986,400000.0,,1.33488991400405,103.913386186589
2012-03,BEDOK,0.44717879013351614,06 TO 10,82.0,Improved,1975,403000.0,,1.32481986008075,103.926258117679
2012-03,BEDOK,0.5398835662199553,06 TO 10,93.0,New Generation,1985,405000.0,,1.33023193004172,103.909386972458
2012-03,BEDOK,0.5096833142442068,01 TO 05,82.0,Improved,1976,406000.0,,1.32219157915726,103.934399264462
2012-03,BEDOK,0.44135210577780454,06 TO 10,84.0,Simplified,1987,407000.0,,1.33314106418951,103.912523538101
2012-03,BEDOK,0.6651476172224322,01 TO 05,91.0,New Generation,1978,408000.0,,1.32848132017235,103.940611608837
2012-03,BEDOK,0.3977217194137574,11 TO 15,84.0,Simplified,1987,410000.0,,1.3327954519622,103.911813210599
2012-03,BEDOK,0.5265555105425647,06 TO 10,83.0,Simplified,1988,410000.0,,1.33353806122657,103.913536944229
2012-03,BEDOK,0.3922363224769629,06 TO 10,98.0,New Generation,1981,411000.0,,1.33189327383579,103.917026960083
2012-03,BEDOK,0.8238650873414121,01 TO 05,95.0,New Generation,1980,415000.0,,1.33419173917878,103.925386600613
2012-03,BEDOK,0.9635192108438719,11 TO 15,91.0,New Generation,1982,415000.0,,1.3270167275387,103.920700671987
2012-03,BEDOK,0.20574895654245726,01 TO 05,103.0,New Generation,1981,416000.0,,1.33345012881091,103.917708768303
2012-03,BEDOK,0.31586789741919025,01 TO 05,73.0,New Generation,1979,417000.0,,1.3260876838722,103.928232502969
2012-03,BEDOK,0.8133819937112137,06 TO 10,92.0,New Generation,1980,417000.0,,1.32861957588571,103.924497070108
2012-03,BEDOK,0.36048763220919355,01 TO 05,92.0,New Generation,1978,420000.0,,1.33340012199511,103.932519441614
2012-03,BEDOK,0.8404159027948339,11 TO 15,84.0,Improved,1977,420000.0,,1.32154128092741,103.94159328974
2012-03,BEDOK,0.7337916520688533,06 TO 10,84.0,Simplified,1986,422000.0,,1.32072011243993,103.946111070113
2012-03,BEDOK,0.6651476172224322,01 TO 05,91.0,New Generation,1978,422800.0,,1.32848132017235,103.940611608837
2012-03,BEDOK,0.2677810536955332,06 TO 10,102.0,New Generation,1981,425000.0,,1.33635490577951,103.920203566512
2012-03,BEDOK,0.7225037091704847,06 TO 10,84.0,Simplified,1985,428000.0,,1.32089676770365,103.945428720471
2012-03,BEDOK,0.929032124588063,06 TO 10,90.0,Improved,1977,430000.0,,1.32233220742919,103.939766219283
2012-03,BEDOK,0.929032124588063,11 TO 15,90.0,Improved,1977,432000.0,,1.32233220742919,103.939766219283
2012-03,BEDOK,0.7190606279537809,06 TO 10,92.0,New Generation,1978,433000.0,,1.32953680475668,103.940406562732
2012-03,BEDOK,0.6739959403509057,01 TO 05,92.0,New Generation,1979,440000.0,,1.32953994162628,103.9276500842
2012-03,BEDOK,0.4816975481286482,11 TO 15,84.0,Simplified,1986,440000.0,,1.33488991400405,103.913386186589
2012-03,BEDOK,0.6554569499766624,01 TO 05,121.0,Improved,1985,443000.0,,1.32924536652386,103.909923721507
2012-03,BEDOK,0.4749958702610516,06 TO 10,93.0,New Generation,1985,443000.0,,1.33089247225844,103.909920867054
2012-03,BEDOK,0.5715653382803769,06 TO 10,121.0,Improved,1993,447000.0,,1.33101555033747,103.915165583026
2012-03,BEDOK,0.8893178920078144,06 TO 10,93.0,New Generation,1980,455000.0,,1.3300514240201,103.924118031423
2012-03,BEDOK,0.7433449081370802,06 TO 10,123.0,Improved,1985,458000.0,,1.32844913301985,103.909937396599
2012-03,BEDOK,0.6959870115619804,06 TO 10,121.0,Improved,1982,460000.0,,1.32934898685946,103.911583237057
2012-03,BEDOK,0.8238650873414121,11 TO 15,92.0,New Generation,1980,461800.0,,1.33419173917878,103.925386600613
2012-03,BEDOK,0.46522808630978374,01 TO 05,121.0,Improved,1981,463000.0,,1.3316586704976,103.915937361546
2012-03,BEDOK,0.722979266253674,06 TO 10,92.0,New Generation,1980,465000.0,,1.32937492395032,103.933926939087
2012-03,BEDOK,0.6255600944640151,11 TO 15,121.0,Improved,1982,468000.0,,1.33006721315152,103.911619264196
2012-03,BEDOK,0.2041715277867333,06 TO 10,105.0,Premium Apartment,2000,477000.0,,1.33607209475067,103.934830606324
